Id,Name,Age,Nationality,Injured,Team,Position,Games,Minutes,Accuracy_Passes,Key_Passes,Total_Passes,Shots_On,Shots_Total,Dribbles_Attempts,Dribbles_Past,Dribbles_Success,Fouls_Drawn,Fouls_Committed,Tackled_Block,Tackled_Intercept,Tackled_Total,Duels_Won,Duels_Total,Goals_Assist,Goals_Total,Goals_Conceded,Goals_Saves,Photo,Logo_Team,Rating,Yellow_Cards,Red_Cards,Yellow_Red_Cards,Captain,Weight_kg,Height_cm
47213,Pipa,25.0,Spain,False,Ludogorets,Defender,1.0,73.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/47213.png,https://media-4.api-sports.io/football/teams/566.png,,0.0,0.0,0.0,False,72.0,176.0
128824,K. Kostov,19.0,Bulgaria,False,Lokomotiv Plovdiv,Defender,6.0,162.0,,,,,,,,,,,,,,,,,1.0,,,https://media-4.api-sports.io/football/players/128824.png,https://media-4.api-sports.io/football/teams/858.png,,0.0,0.0,0.0,False,72.0,191.0
202371,K. Tomov,21.0,Bulgaria,False,Lokomotiv Plovdiv,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/202371.png,https://media-4.api-sports.io/football/teams/858.png,,0.0,0.0,0.0,False,,
275138,N. Gassama,22.0,France,False,Slavia Sofia,Defender,1.0,90.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/275138.png,https://media-4.api-sports.io/football/teams/854.png,,0.0,0.0,0.0,False,83.0,192.0
277056,O. Kamdem,21.0,France,False,Lokomotiv Plovdiv,Defender,7.0,625.0,35.0,2.0,83.0,0.0,,5.0,,2.0,2.0,3.0,1.0,2.0,1.0,14.0,32.0,1.0,0.0,0.0,,https://media-4.api-sports.io/football/players/277056.png,https://media-4.api-sports.io/football/teams/858.png,7.200000,1.0,0.0,0.0,False,,
445375,I. Chehlarski,17.0,Bulgaria,False,Lokomotiv Plovdiv,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/445375.png,https://media-4.api-sports.io/football/teams/858.png,,0.0,0.0,0.0,False,,
10352,Léo Sena,28.0,Brazil,False,Lokomotiv Plovdiv,Midfielder,7.0,244.0,43.0,3.0,95.0,0.0,1.0,4.0,,4.0,3.0,0.0,2.0,2.0,1.0,7.0,17.0,0.0,0.0,0.0,,https://media-4.api-sports.io/football/players/10352.png,https://media-4.api-sports.io/football/teams/858.png,7.000000,0.0,0.0,0.0,False,71.0,175.0
10605,G. Minchev,28.0,Bulgaria,False,Lokomotiv Plovdiv,Attacker,15.0,1162.0,10.0,3.0,28.0,2.0,5.0,1.0,,1.0,2.0,2.0,0.0,,0.0,8.0,25.0,0.0,2.0,0.0,,https://media-4.api-sports.io/football/players/10605.png,https://media-4.api-sports.io/football/teams/858.png,6.900000,4.0,0.0,0.0,False,,
11013,N. Mihaylov,35.0,Bulgaria,False,Levski Sofia,Goalkeeper,3.0,270.0,10.0,,23.0,0.0,,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,2.0,1.0,https://media-4.api-sports.io/football/players/11013.png,https://media-4.api-sports.io/football/teams/646.png,6.650000,0.0,0.0,0.0,False,85.0,194.0
11306,A. Chandarov,25.0,Bulgaria,False,Levski Sofia,Midfielder,13.0,290.0,6.0,1.0,21.0,0.0,,1.0,,0.0,0.0,0.0,0.0,,0.0,7.0,13.0,0.0,0.0,0.0,,https://media-4.api-sports.io/football/players/11306.png,https://media-4.api-sports.io/football/teams/646.png,6.566666,1.0,0.0,0.0,False,,
23348,H. Fadiga,26.0,France,False,Levski Sofia,Midfielder,11.0,726.0,30.0,1.0,107.0,2.0,6.0,5.0,,5.0,3.0,1.0,0.0,3.0,1.0,22.0,39.0,0.0,0.0,0.0,,https://media-4.api-sports.io/football/players/23348.png,https://media-4.api-sports.io/football/teams/646.png,7.266666,0.0,1.0,0.0,False,,
31193,Z. Atanasov,32.0,Bulgaria,False,Cherno More Varna,Defender,15.0,1350.0,49.0,,112.0,1.0,1.0,0.0,,0.0,3.0,2.0,1.0,1.0,1.0,17.0,33.0,0.0,2.0,0.0,,https://media-4.api-sports.io/football/players/31193.png,https://media-4.api-sports.io/football/teams/851.png,7.200000,0.0,0.0,0.0,False,,187.0
46736,F. Russo,29.0,Argentina,False,Ludogorets,Defender,8.0,512.0,2.0,,2.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,2.0,0.0,,https://media-4.api-sports.io/football/players/46736.png,https://media-4.api-sports.io/football/teams/566.png,6.700000,1.0,0.0,0.0,False,78.0,185.0
80363,Thalis,27.0,Brazil,False,CSKA 1948,Midfielder,5.0,297.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/80363.png,https://media-4.api-sports.io/football/teams/1426.png,,1.0,0.0,0.0,False,71.0,175.0
190771,A. Zinga,23.0,France,False,CSKA 1948,Attacker,1.0,71.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/190771.png,https://media-4.api-sports.io/football/teams/1426.png,,1.0,0.0,0.0,False,70.0,185.0
279797,Caio Vidal,23.0,Brazil,False,Ludogorets,Attacker,13.0,683.0,17.0,4.0,63.0,3.0,5.0,7.0,,4.0,5.0,4.0,0.0,1.0,0.0,17.0,42.0,1.0,3.0,0.0,,https://media-4.api-sports.io/football/players/279797.png,https://media-4.api-sports.io/football/teams/566.png,7.433333,1.0,0.0,0.0,False,69.0,172.0
323444,R. Stefanov,21.0,Bulgaria,False,Cherno More Varna,Defender,2.0,180.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/323444.png,https://media-4.api-sports.io/football/teams/851.png,,1.0,0.0,0.0,False,,
349211,G. Chorbadzhiyski,19.0,Bulgaria,False,CSKA Sofia,Midfielder,1.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/349211.png,https://media-4.api-sports.io/football/teams/853.png,,0.0,0.0,0.0,False,,
366066,T. Pavlov,19.0,Bulgaria,False,Lokomotiv Plovdiv,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/366066.png,https://media-4.api-sports.io/football/teams/858.png,,0.0,0.0,0.0,False,,
408586,M. Yankov,19.0,Bulgaria,False,Hebar 1918,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/408586.png,https://media-4.api-sports.io/football/teams/4659.png,,0.0,0.0,0.0,False,,
408981,T. Ivanov,19.0,Bulgaria,False,Lokomotiv Sofia,Midfielder,2.0,21.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/408981.png,https://media-4.api-sports.io/football/teams/1416.png,,0.0,0.0,0.0,False,,
412103,B. Beyhan,19.0,Bulgaria,False,Cherno More Varna,Attacker,1.0,4.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/412103.png,https://media-4.api-sports.io/football/teams/851.png,,0.0,0.0,0.0,False,,
440594,V. Lyubenov,17.0,Bulgaria,False,Levski Sofia,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/440594.png,https://media-4.api-sports.io/football/teams/646.png,,0.0,0.0,0.0,False,,
